,ms_subclass,ms_zoning,street,alley,land_contour,utilities,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,exter_qual,foundation,bsmt_cond,heating_qc,central_air,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,functional,fireplaces,garage_type,garage_cars,garage_qual,paved_drive,enclosed_porch,pool_area,mo_sold,yr_sold,saleprice
370,60,0,0,0,0,0,0,23,0,0,1,8,1,1,2,3,0,0,0,2,1,4,1,11,0,1,3,3,1,1,0,0,5,2010,269500
371,80,0,0,0,0,0,1,0,0,0,2,6,0,0,2,1,0,1,0,1,0,3,1,7,0,2,1,2,1,1,0,0,11,2006,172000
372,70,0,0,0,0,0,1,20,0,0,1,7,0,0,2,1,0,0,0,1,1,3,1,8,0,2,1,1,1,1,0,0,7,2007,219500
373,20,0,0,0,0,0,1,11,1,0,0,5,0,1,2,2,0,1,0,1,0,2,1,6,0,0,2,2,1,1,0,0,10,2006,133500
374,80,0,0,0,0,0,1,1,0,0,2,7,0,1,2,3,0,0,0,2,1,3,1,11,0,1,3,2,1,1,0,0,12,2007,170000
375,70,3,0,1,0,0,0,14,0,0,1,8,1,3,2,1,1,0,0,2,0,3,1,9,0,0,2,1,1,1,246,0,4,2010,150000
376,20,0,0,0,0,0,1,0,0,0,0,5,0,1,2,1,1,0,0,1,0,2,1,6,0,0,2,2,1,1,0,0,7,2008,130000
377,80,0,0,0,0,0,1,0,0,0,2,5,0,0,2,1,0,1,0,1,0,3,1,7,0,1,1,1,1,1,0,0,3,2006,143000
378,20,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,6,0,0,1,2,1,1,0,0,5,2008,140000
379,20,0,0,0,0,0,1,0,0,0,0,7,0,0,2,3,0,1,0,2,0,3,1,10,0,2,1,2,1,1,0,0,2,2007,244000
380,75,3,0,0,0,0,1,15,0,0,5,5,0,3,4,1,1,0,0,1,0,3,1,7,0,0,2,1,1,0,144,0,3,2007,101000
381,20,3,0,1,0,0,1,14,0,0,0,5,0,0,2,3,0,0,0,1,0,3,1,6,0,0,2,2,1,1,0,0,7,2006,125000
382,60,0,0,0,0,0,0,1,0,0,1,6,0,1,2,2,0,0,0,2,1,3,1,10,0,1,1,2,1,1,0,0,4,2008,183000
383,75,3,0,0,0,0,0,14,0,0,7,6,0,0,2,3,0,0,0,1,0,5,1,9,0,0,0,0,0,1,30,0,7,2009,104000
384,45,0,0,0,0,0,0,0,3,0,6,6,0,0,2,1,0,1,0,1,0,2,1,5,0,0,2,1,1,1,0,0,6,2008,112500
385,20,0,0,0,0,0,1,3,0,0,0,6,0,0,2,1,0,1,0,2,0,3,1,9,0,1,1,2,1,1,0,0,5,2006,207500
386,20,0,0,0,0,0,1,19,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,9,0,1,1,2,1,1,0,0,3,2006,225000
387,20,0,0,0,3,0,1,19,0,0,0,5,0,0,2,3,0,0,0,1,0,3,1,6,0,0,2,1,1,1,0,0,3,2006,119900
388,20,0,0,0,0,0,0,7,0,0,0,7,1,1,1,3,0,0,0,2,0,4,1,10,0,0,1,3,1,1,0,0,9,2006,293000
389,20,0,0,0,0,0,1,11,0,0,0,5,0,0,2,2,0,0,0,2,1,3,1,10,4,1,1,2,1,1,180,0,7,2006,180000
390,80,0,0,0,0,0,1,22,0,0,2,6,0,0,2,1,0,1,0,1,0,3,1,7,0,0,1,3,1,1,0,0,5,2010,169900
391,90,3,0,0,0,0,1,11,1,3,3,6,0,2,0,1,0,0,0,2,0,4,2,10,0,0,1,2,1,1,0,0,4,2010,112000
392,20,0,0,0,0,0,0,10,0,0,0,6,0,1,2,1,0,0,0,2,0,3,1,8,0,0,1,2,1,1,0,0,5,2010,152000
393,60,0,0,0,0,0,0,7,0,0,1,9,1,1,2,3,0,0,0,2,1,4,1,13,0,1,3,3,1,1,0,0,8,2006,300000
394,80,0,0,0,0,0,1,18,0,0,2,6,0,0,2,1,0,1,0,1,0,3,1,7,0,1,2,2,1,1,0,0,3,2010,107000
395,190,3,0,0,0,0,1,14,0,4,1,4,0,1,2,2,0,0,0,2,0,4,2,13,0,0,2,2,1,0,114,0,4,2010,122500
396,160,3,0,0,0,0,1,5,0,2,1,6,0,0,2,1,0,0,0,1,1,2,1,7,0,0,2,1,1,1,0,0,7,2006,89000
397,50,0,0,0,2,0,1,17,0,0,3,6,0,0,2,3,1,0,0,1,0,3,1,6,0,0,2,1,1,1,45,0,3,2010,95000
398,20,0,0,0,0,0,1,3,7,0,0,6,0,0,2,3,0,1,0,1,1,3,1,9,0,0,1,2,1,1,0,0,9,2007,143450
399,60,0,0,0,0,0,1,7,0,0,1,9,2,1,2,3,0,0,0,2,1,3,1,13,0,1,1,3,1,1,0,0,1,2010,376162
400,20,0,0,0,0,0,1,0,3,0,0,5,0,0,2,1,0,1,0,1,0,3,1,7,0,2,1,2,1,1,0,0,4,2010,167500
401,90,0,0,0,2,0,1,10,3,3,4,5,0,0,2,1,0,2,0,0,2,2,2,8,0,2,2,2,1,1,0,0,6,2009,153337
402,70,2,0,0,0,0,1,18,4,0,1,6,0,3,2,1,1,1,0,2,0,3,1,8,0,0,2,1,1,1,0,0,7,2009,103600
403,20,0,0,0,0,0,0,19,0,0,0,5,0,0,1,1,0,1,0,1,0,3,1,6,0,0,1,1,1,1,0,0,2,2010,128200
404,160,1,0,0,0,0,1,4,0,2,1,6,1,1,2,3,0,0,0,2,1,3,1,8,0,0,2,2,1,1,0,0,6,2010,177500
405,60,0,0,0,0,0,0,7,0,0,1,8,1,1,2,3,0,1,0,2,1,3,1,10,0,1,1,3,1,1,0,0,6,2010,320000
406,60,0,0,0,0,0,1,1,0,0,1,6,0,1,2,3,0,1,0,2,1,3,1,10,0,1,1,2,1,1,0,0,6,2009,190000
407,160,3,0,0,0,0,1,5,0,2,1,6,0,0,2,1,0,0,0,1,1,3,1,9,0,0,0,0,0,0,0,0,4,2006,91500
408,190,3,0,0,0,0,1,14,0,4,3,5,0,0,2,1,0,0,0,2,0,3,2,9,0,0,3,1,1,1,0,0,11,2009,93000
409,70,4,0,1,0,0,1,15,3,0,1,4,0,3,2,1,1,0,0,1,0,3,1,7,0,0,2,1,1,0,172,0,7,2008,40000
410,70,3,0,0,0,0,1,15,0,0,1,6,0,1,2,1,0,0,0,1,1,3,1,9,0,0,0,0,0,1,115,0,3,2007,127000
411,30,4,1,0,0,0,0,15,0,0,0,4,3,0,2,2,0,0,0,1,0,3,1,6,0,0,2,1,1,0,265,0,6,2010,50138
412,20,0,0,0,0,0,0,18,0,0,0,6,0,0,1,1,0,1,0,1,1,3,1,8,0,1,1,1,1,1,0,0,5,2007,148000
413,30,3,0,0,0,0,1,15,0,0,0,5,0,0,2,3,0,0,0,1,0,2,1,5,0,1,2,1,3,1,0,0,2,2008,120500
414,50,0,0,0,0,0,1,17,0,0,3,6,0,3,2,1,0,0,0,2,0,3,1,9,0,1,2,1,1,1,0,0,7,2009,139500
415,20,0,0,0,0,0,1,18,0,0,0,9,2,1,2,3,0,1,0,2,0,3,1,10,0,1,1,3,1,1,0,0,2,2009,320000
416,70,0,0,0,2,0,1,11,3,0,1,7,0,0,2,1,0,1,0,1,1,3,1,9,0,2,1,2,1,1,0,0,4,2007,219000
417,20,0,0,0,3,0,1,22,0,0,0,5,0,0,2,1,0,1,0,1,0,2,1,6,0,0,1,2,1,1,0,0,6,2006,131000
418,60,0,0,0,0,0,1,1,0,0,1,6,1,1,2,3,0,0,0,2,1,3,1,10,0,1,1,2,1,1,0,0,3,2007,171925
419,20,0,0,0,0,0,1,1,0,0,0,5,1,1,2,2,0,1,0,2,0,3,1,9,0,0,1,2,1,1,0,0,11,2008,177900
420,70,0,0,0,0,0,1,20,0,0,1,6,0,3,2,1,1,0,0,1,0,3,1,8,0,1,2,1,1,1,0,0,4,2007,141500
421,60,0,0,0,0,0,1,1,0,0,1,6,1,1,2,2,0,1,0,2,1,3,1,10,0,1,1,2,1,1,0,0,10,2009,191000
422,20,0,0,0,0,0,1,10,1,0,0,6,0,1,2,3,0,1,0,1,1,3,1,7,0,0,2,2,1,1,0,0,5,2006,158000
423,20,0,0,0,1,0,1,23,0,0,0,8,1,1,2,3,0,0,0,2,0,3,1,8,0,1,1,3,1,1,0,0,11,2007,248900
424,50,0,0,0,0,0,0,17,3,0,3,5,0,3,2,3,0,1,0,1,1,3,1,9,0,2,2,1,1,1,264,0,6,2007,175000
425,190,0,0,0,0,0,1,0,7,4,0,6,0,1,2,3,0,1,0,2,0,3,1,9,4,2,1,1,1,1,211,0,6,2006,185900
426,75,3,0,0,0,0,1,14,0,0,5,7,0,3,2,0,1,0,0,1,1,2,1,8,0,2,2,2,1,0,0,0,10,2006,163000
427,190,4,0,0,0,0,1,15,0,4,3,5,3,0,2,1,1,0,0,2,0,4,2,10,2,0,0,0,0,1,0,0,10,2006,115000
428,80,0,0,0,0,0,1,11,0,0,2,6,0,0,2,1,0,1,0,1,0,3,1,7,0,1,1,2,1,1,0,0,12,2008,157500
429,60,0,0,0,0,0,2,1,8,0,1,7,1,1,2,3,0,1,0,2,1,4,1,11,0,1,3,3,1,1,0,0,5,2009,245000
430,120,0,0,0,1,0,1,2,0,1,0,8,1,1,2,2,0,1,0,2,0,2,1,7,0,1,1,2,1,1,238,0,10,2008,180000
431,160,1,0,0,0,0,3,4,0,1,1,7,1,1,2,3,0,0,0,2,1,2,1,7,0,0,2,2,1,1,0,0,3,2007,148800
432,60,0,0,0,0,0,1,19,0,0,1,8,1,1,2,3,0,1,0,2,1,3,1,10,0,1,1,2,1,1,0,0,3,2008,237000
433,30,0,0,0,2,0,1,17,0,0,0,2,0,0,4,1,1,0,0,1,0,1,1,4,0,0,2,1,1,0,0,0,1,2009,60000
434,85,0,0,0,0,0,1,18,0,0,4,5,0,0,1,3,0,0,1,1,0,3,1,7,0,0,3,2,2,1,0,0,4,2008,165000
435,60,0,0,0,0,0,2,19,0,0,1,7,1,1,2,3,0,0,0,2,1,4,1,12,0,1,3,2,1,1,0,0,8,2008,240000
436,20,0,0,0,0,0,0,1,0,0,0,7,0,1,2,2,0,0,0,2,0,3,1,8,0,0,1,2,1,1,0,0,8,2007,160000
437,190,2,0,0,2,0,0,17,3,4,3,6,0,0,2,1,1,1,0,1,0,3,1,7,0,0,1,1,1,1,0,0,7,2006,128000
438,90,0,0,0,0,0,1,18,0,3,0,4,0,1,0,1,1,0,0,2,0,2,2,8,0,0,0,0,0,0,0,0,6,2008,82000
439,20,0,0,0,0,0,1,0,0,0,0,6,0,0,2,2,0,1,0,2,0,2,1,7,0,2,1,2,1,1,0,0,7,2009,256000
440,70,3,0,0,0,0,1,14,4,0,1,7,0,1,2,3,0,0,1,1,0,3,1,8,0,0,2,2,1,1,0,0,7,2009,143000
441,20,0,0,0,1,0,1,23,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,9,0,0,1,2,1,1,0,0,4,2007,231713
442,190,0,0,0,0,0,3,1,0,4,0,5,0,0,2,1,0,1,0,1,1,3,1,9,1,0,6,3,1,0,0,0,11,2007,155000
443,20,0,0,0,0,0,1,22,0,0,0,5,0,0,2,3,0,0,1,1,0,2,1,5,0,0,1,1,1,1,0,0,4,2008,128500
444,30,0,0,0,0,0,0,17,0,0,0,7,0,3,2,3,0,0,0,2,0,2,1,9,0,1,1,1,1,1,90,0,4,2008,168000
445,60,0,0,0,0,0,2,0,0,0,1,7,0,0,2,2,0,1,0,1,1,4,1,9,0,0,1,2,1,1,0,0,6,2007,184000
446,190,0,0,0,0,0,1,0,4,4,4,5,0,0,2,1,0,1,0,1,0,3,1,7,0,0,0,0,0,1,0,0,3,2006,124000
447,20,0,0,0,0,0,1,3,5,0,0,6,0,0,2,1,0,0,0,2,0,2,1,8,0,1,1,2,1,1,0,0,2,2009,185000
448,60,0,0,0,0,0,0,1,0,0,1,8,1,1,2,3,0,0,0,2,1,3,1,10,0,1,1,2,1,1,0,0,11,2006,230500
449,60,0,0,0,0,0,0,19,0,0,1,7,0,1,2,3,0,0,1,2,1,3,1,11,0,1,1,3,1,1,0,0,5,2006,227000
450,60,0,0,0,0,0,3,19,0,0,1,6,1,1,2,3,0,1,0,2,1,3,1,10,0,0,1,2,1,1,0,0,2,2009,173500
451,85,0,0,0,0,0,1,0,3,0,4,5,0,0,2,2,0,1,0,1,0,3,1,7,0,0,1,1,1,1,0,0,8,2006,140000
452,20,0,0,0,0,0,0,4,3,0,0,8,1,1,2,3,0,0,0,2,0,3,1,8,0,1,1,2,1,1,0,0,8,2008,247000
453,85,0,0,0,0,0,2,11,0,0,4,6,0,0,2,1,0,0,1,1,0,3,1,6,0,1,5,2,1,1,0,0,6,2009,149900
454,20,0,0,0,0,0,1,19,0,0,0,5,0,0,2,3,0,1,0,1,0,3,1,6,0,0,1,2,1,1,280,0,5,2008,158000
455,160,1,0,0,0,0,3,4,0,1,1,7,1,1,2,3,0,0,0,2,1,2,1,7,0,0,1,2,1,1,0,0,6,2010,147110
456,50,3,0,0,2,0,1,15,0,0,3,6,0,3,2,1,0,0,0,2,0,3,1,9,0,1,2,1,1,0,0,0,6,2006,119500
457,50,0,0,0,1,0,1,20,0,0,3,5,0,0,2,3,0,1,0,1,1,2,1,8,2,2,2,2,1,1,150,0,2,2009,205000
458,70,0,0,1,0,0,1,14,0,0,1,5,0,0,2,3,0,0,0,1,1,3,1,8,0,0,0,0,0,0,0,0,7,2007,148000
459,120,0,0,0,0,0,1,2,0,1,0,8,1,1,2,3,0,1,0,2,0,2,1,7,0,1,1,2,1,1,0,0,3,2010,236500
460,50,0,0,0,0,0,1,17,0,0,3,5,0,3,2,1,0,1,0,2,0,3,1,8,0,0,2,1,2,1,0,0,7,2006,137000
461,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,2,0,1,0,1,0,2,1,6,0,0,1,1,1,1,0,0,2,2009,122000
462,20,0,0,0,0,0,1,1,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,8,0,0,1,2,1,1,0,0,8,2007,176485
463,30,0,0,1,0,0,1,13,0,0,0,5,0,3,2,1,0,0,0,1,0,2,1,5,0,0,2,1,2,0,112,0,7,2006,109000
464,120,3,0,0,0,0,1,25,0,1,0,7,1,1,2,3,0,1,0,1,1,1,1,7,0,1,1,1,1,1,0,0,9,2007,330000
465,20,3,0,1,2,0,1,14,4,0,0,6,0,1,2,2,1,1,0,1,0,3,1,8,0,0,2,1,1,1,0,0,12,2008,143000
466,60,0,0,0,0,0,1,9,0,0,1,9,1,1,2,3,0,1,0,2,1,4,1,12,0,1,1,3,1,1,0,0,7,2007,410000
467,60,0,0,0,0,0,1,10,0,0,1,6,1,1,1,3,0,0,1,2,1,3,1,10,0,0,1,2,1,1,0,0,7,2007,201000
468,50,0,0,1,0,0,1,14,0,0,3,4,0,3,2,1,0,0,0,1,1,4,1,9,0,1,2,2,2,1,96,0,2,2006,80000
469,70,0,0,0,0,0,1,20,0,0,1,6,0,0,2,3,0,1,0,2,1,3,1,12,0,1,2,1,1,1,0,0,7,2007,259500
470,60,0,0,0,0,0,1,23,0,0,1,7,1,1,2,3,0,1,0,3,1,5,1,14,0,1,3,2,1,1,0,0,7,2007,279900
471,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,3,0,1,0,1,1,3,1,8,0,0,1,1,1,1,0,0,5,2010,154000
472,50,0,0,0,3,0,2,16,0,0,3,6,1,0,2,2,0,0,1,2,0,4,1,9,0,2,1,2,1,1,0,0,6,2007,277000
473,50,0,0,0,0,0,1,18,0,0,3,5,0,3,2,3,1,0,0,1,0,3,1,7,1,2,3,1,1,1,0,0,3,2006,128000
474,20,0,0,0,0,0,0,7,0,0,0,8,1,1,2,3,0,0,0,2,0,3,1,9,0,1,1,3,1,1,0,0,7,2009,256300
475,50,0,0,0,1,0,1,20,0,0,3,4,0,3,1,3,0,0,0,2,0,4,1,9,0,1,2,1,2,1,0,0,11,2007,188000
476,20,0,0,0,0,0,1,23,0,0,0,8,1,1,2,3,0,1,0,2,0,3,1,9,0,1,1,3,1,1,0,0,5,2006,312500
477,160,1,0,1,0,0,1,4,0,1,1,7,1,1,2,3,0,0,0,2,1,2,1,7,0,0,2,2,1,1,0,0,6,2010,151000
478,160,3,0,0,0,0,1,5,0,1,1,5,0,0,2,3,0,1,0,1,1,2,1,8,4,0,2,2,1,1,0,0,8,2007,122500
479,60,0,0,0,0,0,1,10,0,0,1,6,1,1,2,3,0,1,0,2,1,3,1,10,0,0,1,2,1,1,0,0,7,2008,188000
480,60,0,0,0,0,0,0,19,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,11,0,0,1,2,1,1,0,0,5,2006,209700
481,20,0,0,0,1,0,1,2,0,0,0,8,1,1,1,3,0,1,0,1,1,1,1,9,0,1,1,2,1,1,0,0,1,2007,441929
482,60,0,0,0,0,0,1,10,0,0,1,6,1,1,2,3,0,0,1,2,1,3,1,10,0,0,1,2,1,1,0,0,10,2008,163000
483,60,0,0,0,3,0,1,16,0,0,1,6,0,0,4,2,0,0,0,2,1,5,1,12,0,0,1,2,1,1,0,0,7,2007,187500
484,20,0,0,0,0,0,4,19,3,0,0,8,1,1,2,3,0,1,0,2,0,2,1,7,0,1,1,2,1,1,0,0,6,2009,220000
485,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,6,0,0,1,1,1,1,0,0,3,2007,127000
486,20,0,0,0,0,0,1,0,0,0,0,5,0,2,0,3,0,0,0,1,0,2,1,6,1,1,2,1,1,1,0,0,4,2010,107500
487,75,3,0,1,0,0,1,14,0,0,5,6,0,0,2,3,0,0,0,2,0,3,1,11,0,1,0,0,0,1,134,0,6,2008,128000
488,30,3,0,1,2,0,1,14,4,0,0,5,0,3,2,2,1,0,0,1,0,2,1,5,0,0,2,2,1,0,0,0,6,2008,73000
489,20,0,0,0,1,0,1,7,0,0,0,9,1,1,2,3,0,1,0,2,0,2,1,8,0,1,1,3,1,1,0,0,8,2006,374000
490,60,0,0,0,0,0,1,7,0,0,1,8,1,1,2,3,0,1,0,2,1,4,1,13,0,1,1,3,1,1,0,0,1,2008,421250
491,60,0,0,0,0,0,0,1,0,0,1,6,0,1,2,2,0,0,0,2,1,3,1,10,0,1,3,2,1,1,0,0,12,2009,178000
492,85,0,0,0,0,0,1,18,0,0,4,4,0,0,2,1,0,1,0,2,0,3,1,8,0,0,2,2,1,1,180,0,4,2008,137500
493,20,0,0,0,0,0,0,9,0,0,0,8,1,1,2,3,0,1,0,2,0,2,1,9,0,1,1,2,1,1,0,0,8,2008,301500
494,70,0,0,0,2,0,1,17,3,0,1,6,0,3,2,2,0,0,0,1,1,3,1,8,0,1,2,1,2,1,0,0,3,2009,105000
495,20,0,0,0,0,0,1,0,3,0,0,6,0,0,2,1,0,1,0,1,0,2,1,5,0,1,1,2,1,1,0,0,8,2006,157500
496,50,3,0,1,0,0,1,14,0,0,3,5,0,0,2,1,1,0,0,1,0,2,1,7,0,0,2,1,1,0,77,0,9,2007,117000
497,20,0,0,0,0,0,1,0,4,0,0,5,0,0,2,2,0,0,1,1,0,3,1,6,0,0,1,1,1,1,0,0,2,2006,105000
498,50,0,0,0,0,0,1,17,0,0,3,6,0,3,2,3,0,0,0,1,0,3,1,7,7,0,2,1,1,1,0,0,3,2008,115000
499,20,0,0,0,0,0,1,7,0,0,0,9,2,1,2,3,0,0,0,2,0,3,1,9,0,1,1,3,1,1,0,0,7,2009,360000
500,90,0,0,0,2,0,1,10,0,3,0,5,0,2,0,1,0,0,0,2,0,4,2,10,0,0,1,2,1,1,0,0,6,2009,118858
501,60,0,0,0,0,0,1,3,3,0,1,6,0,0,2,2,0,0,1,1,1,4,1,9,0,0,1,2,1,1,0,0,7,2008,173000
502,30,0,0,1,0,0,0,14,0,0,0,3,0,3,2,1,0,0,0,1,1,1,1,6,0,0,2,1,1,1,0,0,11,2009,78500
503,60,0,0,0,0,0,1,1,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,10,0,1,1,2,1,1,0,0,5,2007,183500
504,20,3,0,1,2,0,1,14,0,4,0,4,3,0,2,1,1,0,0,1,0,2,1,5,2,0,2,2,1,1,112,0,2,2009,93000
505,120,0,0,0,0,0,1,8,0,1,0,8,1,1,2,3,0,1,0,2,0,2,1,9,0,1,1,3,1,1,0,0,11,2007,226500
506,60,0,0,0,0,0,1,1,0,0,1,6,1,1,2,2,0,0,0,2,1,3,1,10,0,1,1,2,1,1,0,0,5,2009,178000
507,20,0,0,0,0,0,1,19,0,0,0,7,1,1,2,3,0,1,0,2,0,3,1,9,0,0,1,2,1,1,0,0,6,2007,226000
508,60,0,0,0,0,0,1,22,0,0,1,5,1,0,2,3,0,0,0,1,1,4,1,9,0,1,1,2,1,1,368,0,4,2009,173000
509,20,0,0,0,0,0,1,11,0,0,0,5,0,0,2,2,0,0,0,1,0,3,1,6,0,1,2,1,1,1,236,0,12,2009,62383
510,60,0,0,0,0,0,1,7,0,0,1,9,2,1,2,3,0,1,0,2,1,3,1,14,0,1,1,3,1,1,0,0,11,2008,446261
511,70,0,0,0,0,0,1,17,3,0,1,7,0,3,2,3,0,1,0,1,0,3,1,7,0,2,2,1,1,1,56,0,5,2006,160000
512,120,3,0,0,0,0,1,8,0,1,0,7,1,1,2,3,0,1,0,2,0,2,1,9,0,1,1,3,1,1,0,0,5,2008,219990
513,20,0,0,0,0,0,2,19,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,8,0,0,1,2,1,1,0,0,7,2008,191000
514,40,0,0,0,2,0,1,13,0,0,0,5,0,1,2,1,1,1,0,1,0,1,1,7,1,1,2,1,2,1,0,0,8,2007,136500
515,30,0,0,0,0,0,2,18,0,0,0,4,0,2,0,1,1,0,0,1,0,3,1,6,2,0,2,1,1,0,60,0,8,2007,80000
516,50,0,0,0,0,0,0,3,0,0,3,7,1,1,1,2,0,0,0,2,1,4,1,12,0,0,1,3,1,1,0,0,2,2006,229000
517,60,0,0,0,0,0,1,10,0,0,1,7,1,1,2,3,0,1,0,2,1,3,1,11,0,1,1,2,1,1,0,0,6,2010,236000
518,20,0,0,0,1,0,1,23,5,0,0,10,2,1,2,3,0,0,0,2,0,3,1,10,0,1,1,3,1,1,0,0,9,2007,392000
519,70,3,0,0,0,0,1,15,0,0,1,6,0,0,4,0,0,1,0,2,0,4,1,10,0,0,1,1,1,1,213,0,8,2009,149000
520,160,1,0,1,0,0,1,4,0,1,1,10,2,1,2,3,0,1,0,2,1,2,1,10,0,1,1,2,1,1,0,0,2,2008,345000
521,70,3,0,1,0,0,0,14,0,0,1,5,1,1,2,3,0,0,0,2,0,5,1,10,0,0,2,2,1,1,167,0,6,2006,169000
522,20,0,0,0,0,0,1,18,3,0,0,4,0,0,2,1,1,0,0,1,0,2,1,5,1,0,1,1,1,0,0,0,7,2007,109900
523,60,0,0,0,0,0,1,22,0,0,1,7,0,1,2,3,0,0,0,2,1,3,1,12,0,1,1,3,1,1,0,0,11,2006,188000
524,50,3,0,0,0,0,1,13,0,0,3,6,0,0,2,3,0,0,0,1,0,4,1,7,0,1,2,1,1,1,0,0,5,2009,132500
525,20,0,0,0,3,0,1,19,0,0,0,5,0,1,2,3,0,1,0,1,0,3,1,6,0,0,1,1,1,1,0,0,10,2009,143000
526,20,0,0,0,0,0,1,18,0,0,0,5,0,0,2,3,0,1,0,1,0,4,1,8,0,0,2,1,1,1,0,0,4,2007,125000
527,20,0,0,0,1,0,0,7,0,0,0,9,2,1,2,3,0,1,0,2,0,2,1,9,0,1,1,3,1,1,0,0,6,2006,415000
528,70,3,0,0,0,0,1,14,0,0,1,4,0,0,2,2,0,0,0,1,0,3,1,7,0,0,2,2,1,1,0,0,6,2010,125500
529,20,0,0,0,0,0,1,0,3,0,0,6,0,0,2,2,0,1,0,2,0,3,1,8,4,1,1,1,1,1,0,0,4,2009,139000
530,60,0,0,0,0,0,0,7,0,0,1,10,2,1,2,3,0,1,0,2,1,3,1,13,0,1,3,3,1,1,0,0,6,2009,451950
531,90,0,0,0,0,0,1,18,0,3,0,5,0,0,2,1,0,0,0,2,0,6,2,12,0,0,0,0,0,1,0,0,8,2009,119900
532,20,0,0,0,0,0,1,23,0,0,0,8,1,1,2,3,0,1,0,2,0,2,1,8,0,0,1,2,1,1,0,0,6,2009,220000
533,20,0,0,0,0,0,1,0,0,0,0,6,0,0,2,1,0,0,0,2,0,3,1,9,0,1,1,2,1,1,0,0,3,2007,167300
534,50,0,0,1,0,0,1,18,0,0,3,5,0,0,2,3,0,0,0,1,0,3,1,7,0,2,2,1,1,1,0,0,9,2009,122000
535,90,3,0,0,0,0,1,11,1,3,0,5,0,0,2,1,0,1,0,2,0,6,2,12,0,0,2,2,1,1,0,0,11,2006,125000
536,20,3,0,0,0,0,1,14,0,0,0,5,0,0,2,2,0,0,0,1,0,3,1,6,0,0,1,1,1,1,0,0,6,2008,112500
537,60,0,0,0,0,0,1,19,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,10,0,0,1,2,1,1,0,0,10,2007,191000
538,20,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,1,0,3,1,6,0,0,1,1,1,1,0,0,6,2008,136000
539,60,0,0,0,0,0,0,19,0,0,1,7,0,1,2,3,0,0,0,2,1,3,1,9,0,0,1,2,1,1,0,0,3,2009,197900
540,50,3,0,0,0,0,0,14,3,0,3,6,0,0,4,2,0,0,0,1,0,2,1,6,0,0,1,1,2,1,0,0,6,2006,117000
541,20,0,0,0,0,0,1,19,0,0,0,7,1,1,2,3,0,1,0,2,0,2,1,8,0,0,1,2,1,1,0,0,7,2006,194000
542,120,1,0,0,0,0,1,4,0,1,0,9,1,1,2,3,0,1,0,1,1,1,1,7,0,1,1,2,1,1,0,0,7,2008,285000
543,190,0,0,0,0,0,1,18,0,4,3,5,0,3,2,2,0,1,0,2,0,4,2,8,0,0,0,0,0,1,0,0,9,2008,127500
544,60,0,0,0,0,0,2,9,0,0,1,7,1,1,2,3,0,1,0,2,1,4,1,12,0,1,1,2,1,1,0,0,7,2006,268000
545,70,3,0,0,0,0,1,14,4,0,1,4,0,1,2,3,0,0,0,2,1,4,1,10,0,0,2,2,1,0,160,0,5,2007,137000
546,20,0,0,0,0,0,2,3,0,0,0,7,0,0,2,3,0,0,0,2,0,4,1,10,0,1,1,2,1,1,192,0,8,2008,215000
547,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,6,0,0,1,1,1,1,0,0,8,2007,129500
548,50,3,0,0,0,0,1,13,0,0,3,5,0,3,2,2,0,0,0,1,0,3,1,8,0,0,2,1,2,1,0,0,4,2006,115000
549,50,0,0,0,0,0,0,14,0,0,3,5,0,1,2,1,0,0,0,1,0,3,1,6,0,0,2,1,2,0,96,0,5,2008,114000
550,20,2,0,0,0,0,1,10,0,0,0,4,0,0,2,1,0,1,0,1,0,2,1,6,0,0,2,1,1,1,0,0,11,2006,107000
551,50,0,0,0,0,0,1,0,0,0,3,5,0,0,2,1,0,0,0,1,0,2,1,7,0,0,2,1,1,1,102,0,10,2008,118500
552,50,3,0,0,0,0,0,13,0,0,3,6,0,3,2,1,0,0,0,1,0,3,1,6,0,1,3,1,1,1,112,0,7,2008,120000
553,20,0,0,0,0,0,1,4,0,0,0,8,1,1,2,3,0,1,0,2,0,3,1,9,0,0,1,2,1,1,0,0,12,2007,260000
554,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,7,0,0,1,1,1,1,0,0,5,2010,136000
555,20,0,0,0,0,0,1,0,0,0,0,4,0,0,2,1,0,0,0,1,0,3,1,6,0,0,2,4,1,1,0,0,6,2007,123000
